year,auc,f1_class1,precision_class1,recall_class1
2022,0.9890192550819953,0.9619764858861136,0.9441442974433147,0.9804952397782245
2023,0.9995583974587158,0.9875408496732027,0.9829233584061802,0.9922019289965114
