year,auc,f1_class1,precision_class1,recall_class1
2022,0.9969299918285718,0.9846706586826347,0.9708452306833552,0.9988955401912925
2023,0.9999417883828794,0.9934943288259137,0.989416553595658,0.9976058553936658
